Num	Loc	Z 3.5	Z 4.4144	Z 5.3288	Z 6.2432	Z 7.1576	Z 8.072	Z 8.9864	Z 9.9008	Z 10.8152	Z 11.7296	Z 12.644
3943	3772.01320000009	924.8152	924.7667	924.6489	924.5986	924.5278	924.5309	924.5314	924.5687	924.5989	924.7579	924.9866
3944	3772.92760000009	924.8311	924.826	924.7075	924.6796	924.5881	924.6002	924.5998	924.636	924.6679	924.7891	925.0079
3945	3773.84200000009	924.8383	924.8032	924.763	924.7028	924.6699	924.6716	924.6313	924.6965	924.7311	924.792	925.0269
3946	3774.75640000009	924.8567	924.8566	924.8058	924.7546	924.713	924.7162	924.7116	924.7149	924.7421	924.7938	925.0024
3947	3775.67080000009	924.8541	924.8472	924.796	924.7663	924.7544	924.7144	924.7214	924.7301	924.7526	924.8301	924.9481
3948	3776.58520000009	924.8685	924.8726	924.8572	924.8042	924.7906	924.7628	924.7584	924.782	924.7896	924.8859	925.0669
3949	3777.49960000009	924.8798	924.8932	924.8716	924.85	924.8304	924.8212	924.8079	924.8356	924.8494	924.8965	925.1014
3950	3778.41400000009	924.8786	924.8962	924.8848	924.8819	924.8594	924.8362	924.8347	924.8563	924.8682	924.9414	925.0876
3951	3779.32840000009	924.8843	924.8953	924.9023	924.8992	924.8802	924.8688	924.879	924.9211	924.9285	924.9803	925.1191
3952	3780.24280000009	924.8844	924.891	924.8904	924.8979	924.8978	924.9319	924.9396	924.9647	924.9873	925.0568	925.1835
3953	3781.15720000009	924.8946	924.8971	924.9071	924.92	924.9509	924.959	924.9849	925.014	925.0604	925.1216	925.2319
3954	3782.07160000009	924.9101	924.9146	924.9053	924.903	924.9653	925.016	925.0535	925.0859	925.1077	925.1717	925.2996
3955	3782.98600000009	924.9261	924.9095	924.9029	924.9294	924.9631	925.0286	925.0831	925.1125	925.137	925.2189	925.3036
3956	3783.90040000009	924.9393	924.9206	924.916	924.9481	924.9797	925.0484	925.0999	925.1481	925.1998	925.2739	925.3593
3957	3784.81480000009	924.9479	924.9336	924.9334	924.9515	924.9799	925.0604	925.1107	925.1682	925.2127	925.3029	925.4333
3958	3785.72920000009	924.9583	924.9528	924.9489	924.9691	924.9843	925.0186	925.0933	925.1445	925.2374	925.354	925.488
3959	3786.64360000009	924.9736	924.9692	924.9557	924.9723	924.9855	925.0178	925.0551	925.1078	925.2164	925.3132	925.5008
3960	3787.55800000009	924.9781	924.9683	924.9608	924.9523	924.949	924.9255	924.9365	924.9818	925.0272	925.1509	925.3926
3961	3788.47240000009	924.9774	924.9727	924.9542	924.9341	924.9092	924.8462	924.8259	924.8577	924.874	925.0347	925.2128
3962	3789.38680000009	924.9892	924.9619	924.9565	924.9497	924.8609	924.8036	924.7505	924.7619	924.7737	924.8718	925.0532
3963	3790.30120000009	924.9703	924.9493	924.9336	924.9161	924.7116	924.6244	924.6129	924.6455	924.6772	924.7178	924.8265
3964	3791.21560000009	924.9716	924.9595	924.9472	924.9282	924.9805	924.5062	924.5953	924.6182	924.6469	924.6796	924.8013
3965	3792.13000000009	924.9666	924.9537	924.9321	924.9223	924.9539	924.4869	924.5842	924.596	924.6038	924.6179	924.7554
3966	3793.04440000009	924.972	924.9701	924.9417	924.9221	924.85	924.5284	924.543	924.5768	924.6263	924.6354	924.7186
3967	3793.95880000009	924.9951	925.0109	925.0262	924.9365	924.7401	924.584	924.5454	924.5405	924.6485	924.6844	924.7271
3968	3794.87320000009	925.009	925.0267	924.972	924.9107	924.7	924.5875	924.5745	924.6039	924.6709	924.7103	924.7515
3969	3795.78760000009	925.0301	925.0428	925.0013	924.8752	924.7338	924.6303	924.619	924.6168	924.6646	924.7076	924.7409
3970	3796.70200000009	925.0381	925.0379	924.9968	924.8513	924.7461	924.6662	924.6237	924.634	924.6868	924.7254	924.7654
3971	3797.61640000009	925.0378	925.0399	924.9544	924.8314	924.7219	924.6274	924.6166	924.6503	924.6778	924.7259	924.7402
3972	3798.53080000009	925.0439	925.0179	924.9462	924.8303	924.7471	924.6458	924.6384	924.6807	924.7001	924.7365	924.7775
3973	3799.44520000009	925.0544	925.0258	924.9492	924.8042	924.7342	924.6783	924.6696	924.7169	924.735	924.7838	924.8291
3974	3800.35960000009	925.0424	925.0299	924.9295	924.7676	924.7248	924.6641	924.6722	924.6755	924.7119	924.7834	924.8129
3975	3801.27400000009	925.0415	925.0087	924.8944	924.7501	924.6994	924.6844	924.6591	924.6562	924.709	924.735	924.7585
3976	3802.18840000009	925.0408	925.0109	924.9047	924.7708	924.7003	924.7004	924.6715	924.694	924.705	924.7479	924.7829
3977	3803.10280000009	925.0631	925.0012	924.9178	924.7865	924.7483	924.6951	924.6649	924.6653	924.7409	924.7469	924.8293
3978	3804.01720000009	925.0698	925.0499	924.9274	924.8121	924.7565	924.671	924.6787	924.7018	924.7426	924.7922	924.8952
3979	3804.93160000009	925.0906	925.0502	924.9185	924.8157	924.7587	924.6835	924.7001	924.7062	924.7191	924.8362	924.9229
3980	3805.84600000009	925.0983	925.0668	924.9923	924.826	924.7503	924.701	924.7004	924.7363	924.7638	924.861	925.0626
3981	3806.76040000009	925.0947	925.0708	925.0001	924.837	924.7362	924.6804	924.679	924.7161	924.7433	924.8552	925.0151
3982	3807.67480000009	925.0844	925.0818	924.9653	924.8421	924.7016	924.6394	924.6529	924.6867	924.7434	924.8417	924.9651
3983	3808.58920000009	925.0935	925.0902	924.9543	924.8337	924.7518	924.6326	924.6557	924.674	924.7442	924.8411	924.9862
3984	3809.50360000009	925.12	925.1023	924.9872	924.8403	924.7701	924.6827	924.7212	924.7377	924.7752	924.877	925.0718
3985	3810.41800000009	925.1331	925.121	924.9831	924.8468	924.7695	924.7097	924.7493	924.7394	924.7469	924.9491	925.1388
3986	3811.33240000009	925.1503	925.1523	925.035	924.8802	924.7892	924.7493	924.7602	924.776	924.8463	925.0339	925.2402
3987	3812.24680000009	925.1522	925.1466	925.0158	924.859	924.7806	924.7203	924.801	924.7827	924.8547	925.0427	925.2854
3988	3813.16120000009	925.14	925.1133	924.9922	924.8168	924.7453	924.7147	924.725	924.7358	924.8364	924.9925	925.2661
3989	3814.07560000009	925.1436	925.1157	924.9709	924.8091	924.7484	924.7162	924.7332	924.7234	924.8065	924.9648	925.251
3990	3814.99000000009	925.1426	925.1148	924.9969	924.8216	924.7514	924.7206	924.7502	924.743	924.8403	925.0339	925.2442
3991	3815.90440000009	925.1642	925.1207	924.9819	924.839	924.7631	924.7144	924.7668	924.7524	924.8715	925.0787	925.2874
3992	3816.81880000009	925.1733	925.1532	924.987	924.8298	924.7675	924.7539	924.7907	924.765	924.9152	925.1307	925.3169
3993	3817.7332000001	925.1836	925.146	925.0392	924.8347	924.8087	924.7709	924.8021	924.8055	924.9086	925.1007	925.3093
3994	3818.64760000009	925.2114	925.1523	925.028	924.8613	924.8075	924.7834	924.8417	924.8342	924.948	925.1805	925.4247
3995	3819.5620000001	925.1978	925.1298	925.0502	924.8309	924.8014	924.7662	924.8135	924.7958	924.8923	925.129	925.3253
3996	3820.4764000001	925.204	925.1386	924.9982	924.8198	924.7659	924.7587	924.8141	924.801	924.9285	925.0955	925.2954
3997	3821.3908000001	925.2175	925.1459	924.981	924.8289	924.7623	924.7863	924.8275	924.837	924.937	925.0746	925.3018
3998	3822.3052000001	925.2271	925.1339	925.037	924.8339	924.7697	924.7814	924.8463	924.8452	924.8894	925.1034	925.3166
3999	3823.2196000001	925.2278	925.1849	925.0746	924.8595	924.8109	924.8144	924.8708	924.8574	924.9478	925.1121	925.3262
4000	3824.1340000001	925.2289	925.1793	925.0336	924.8569	924.8207	924.8211	924.8633	924.8826	924.9438	925.0994	925.3195
4001	3825.0484000001	925.2302	925.1927	925.0883	924.8663	924.8453	924.8296	924.8561	924.896	924.9543	925.1133	925.3036
4002	3825.9628000001	925.22	925.1964	925.0745	924.9212	924.8684	924.7958	924.8646	924.8932	924.9462	925.1133	925.2913
4003	3826.8772000001	925.2143	925.1855	925.0657	924.9081	924.8499	924.7838	924.846	924.8756	924.9638	925.1187	925.2714
4004	3827.7916000001	925.22	925.2141	925.0969	924.9137	924.8415	924.7915	924.8743	924.9157	924.98	925.113	925.2801
4005	3828.7060000001	925.2465	925.2175	925.1329	924.9559	924.8577	924.8127	924.8613	924.9298	924.9775	925.1787	925.3578
4006	3829.6204000001	925.2501	925.2214	925.0826	924.9249	924.8442	924.8085	924.8599	924.8718	924.9849	925.1438	925.314
4007	3830.5348000001	925.2589	925.2274	925.0865	924.9559	924.9041	924.8452	924.8448	924.9083	925.017	925.1785	925.3568
4008	3831.4492000001	925.2758	925.2479	925.1185	924.9504	924.9174	924.8471	924.8968	924.91	925.0028	925.2016	925.3711
4009	3832.3636000001	925.2802	925.2511	925.132	924.9355	924.9175	924.8475	924.8941	924.8943	924.9417	925.1621	925.3607
4010	3833.2780000001	925.2894	925.2537	925.1495	924.9424	924.9316	924.8502	924.8682	924.8825	925.0113	925.1603	925.3881
4011	3834.1924000001	925.2925	925.2744	925.1769	924.9829	924.9321	924.866	924.9082	924.8975	925.0141	925.1879	925.4003
4012	3835.1068000001	925.3056	925.2863	925.2002	924.9956	924.9516	924.8837	924.9352	924.9305	925.029	925.212	925.421
4013	3836.0212000001	925.3138	925.2966	925.1816	925.0239	924.9487	924.9211	924.9479	924.9597	925.0562	925.2682	925.4421
4014	3836.9356000001	925.3278	925.3035	925.2195	925.0286	924.9761	924.9359	924.9568	924.9988	925.086	925.2722	925.4847
4015	3837.8500000001	925.3356	925.3129	925.2212	925.0176	924.9748	924.959	924.9608	924.9573	925.0678	925.2381	925.4465
4016	3838.7644000001	925.3424	925.3123	925.2036	925.0491	924.9697	924.9622	924.9709	924.9575	925.0558	925.2575	925.4595
4017	3839.6788000001	925.3487	925.3218	925.2151	925.0275	924.9761	924.9532	924.9719	924.9564	925.0298	925.2567	925.5029
4018	3840.5932000001	925.3624	925.3149	925.2731	925.0899	924.9772	924.9922	925.0194	925.0015	925.0853	925.2617	925.5354
4019	3841.5076000001	925.3633	925.3348	925.2619	925.0457	924.9812	924.9539	924.9816	924.97	925.0688	925.231	925.4703
4020	3842.4220000001	925.3685	925.3433	925.244	925.0638	925.0172	924.9924	924.9883	924.9808	925.0715	925.247	925.454
4021	3843.3364000001	925.3735	925.3611	925.2394	925.1198	925.0468	925.014	924.9887	925.0286	925.1151	925.2997	925.4516
4022	3844.2508000001	925.3748	925.3358	925.2621	925.1249	925.0379	925.0046	925.0074	924.9895	925.0693	925.2829	925.5588
4023	3845.1652000001	925.378	925.3391	925.2723	925.069	925.0453	925.0124	924.9648	925.0135	925.0856	925.268	925.5355
4024	3846.0796000001	925.3862	925.3597	925.298	925.1043	925.0454	925.0048	925.0115	925.0684	925.1424	925.3434	925.5475
4025	3846.9940000001	925.3829	925.3458	925.2571	925.0798	925.0256	924.9878	925.0154	925.0204	925.0907	925.3176	925.4567
4026	3847.9084000001	925.3859	925.3474	925.2222	925.0735	925.0104	925.0023	925.0173	925.0517	925.1146	925.2856	925.468
4027	3848.8228000001	925.3898	925.364	925.2509	925.1	925.0493	925.0142	925.0353	925.0363	925.116	925.2993	925.5279
4028	3849.7372000001	925.3958	925.3573	925.2368	925.0999	925.0367	925.0173	925.0364	925.0789	925.1284	925.3296	925.4831
4029	3850.6516000001	925.4034	925.3664	925.2578	925.1418	925.0856	925.0651	925.02	925.092	925.1554	925.3285	925.5153
4030	3851.5660000001	925.4133	925.3828	925.2928	925.1226	925.1061	925.0807	925.0823	925.0872	925.1404	925.3352	925.5259
4031	3852.4804000001	925.4238	925.3928	925.2688	925.1091	925.1161	925.0927	925.0985	925.1052	925.1656	925.3472	925.5459
4032	3853.3948000001	925.4361	925.4023	925.2919	925.1345	925.0995	925.0955	925.1085	925.1309	925.2322	925.4035	925.6031
4033	3854.3092000001	925.4332	925.4078	925.2983	925.1262	925.1118	925.1041	925.102	925.1388	925.1874	925.3803	925.6055
4034	3855.2236000001	925.4363	925.3963	925.3058	925.145	925.1143	925.1039	925.1174	925.1214	925.2006	925.3593	925.6469
4035	3856.1380000001	925.4389	925.4082	925.3323	925.1323	925.1102	925.1038	925.1295	925.1553	925.1755	925.3445	925.5833
4036	3857.0524000001	925.4399	925.4158	925.2938	925.1431	925.137	925.1205	925.1447	925.1276	925.1977	925.3605	925.5652
4037	3857.9668000001	925.4457	925.3943	925.2834	925.1403	925.1524	925.1263	925.1354	925.1146	925.1927	925.3871	925.6356
4038	3858.8812000001	925.4514	925.3881	925.3058	925.1422	925.1348	925.0923	925.1324	925.1352	925.2263	925.411	925.6872
4039	3859.7956000001	925.4574	925.4119	925.3081	925.1502	925.1246	925.1134	925.1345	925.1475	925.2211	925.4197	925.6146
4040	3860.7100000001	925.4578	925.4235	925.3013	925.1772	925.1408	925.1121	925.1072	925.1389	925.2534	925.461	925.6819
4041	3861.6244000001	925.4468	925.4127	925.3105	925.1827	925.1439	925.1008	925.1177	925.1276	925.2065	925.4468	925.7807
4042	3862.5388000001	925.4427	925.4213	925.3085	925.1743	925.1804	925.1277	925.1047	925.1022	925.2062	925.4033	925.7324
4043	3863.4532000001	925.4676	925.4343	925.3182	925.2145	925.1939	925.1519	925.1754	925.1667	925.2317	925.4022	925.7184
4044	3864.3676000001	925.4679	925.449	925.3261	925.2017	925.1973	925.1761	925.1654	925.1726	925.3177	925.4042	925.6686
4045	3865.2820000001	925.4673	925.4489	925.3538	925.2225	925.2006	925.1926	925.1844	925.1841	925.2237	925.4158	925.6412
4046	3866.1964000001	925.479	925.4456	925.3528	925.2381	925.1932	925.1866	925.2023	925.2153	925.3053	925.4125	925.6703
4047	3867.1108000001	925.4766	925.4164	925.3483	925.2375	925.1882	925.1781	925.2006	925.2172	925.28	925.4146	925.606
4048	3868.0252000001	925.4707	925.4429	925.335	925.2505	925.2153	925.1856	925.1841	925.2128	925.2291	925.3771	925.6303
4049	3868.9396000001	925.4789	925.4545	925.3333	925.26	925.2647	925.2003	925.2275	925.2507	925.2601	925.4308	925.6478
4050	3869.8540000001	925.4977	925.4632	925.3638	925.279	925.2617	925.2104	925.2363	925.2888	925.3335	925.4742	925.705
4051	3870.7684000001	925.5096	925.4655	925.4	925.2579	925.2817	925.1852	925.2072	925.2478	925.4044	925.4804	925.7612
4052	3871.6828000001	925.525	925.4708	925.4143	925.308	925.2673	925.2277	925.2465	925.268	925.3609	925.514	925.728
4053	3872.5972000001	925.5202	925.5038	925.3939	925.289	925.254	925.2198	925.2559	925.2832	925.3611	925.4862	925.756
4054	3873.5116000001	925.5378	925.5161	925.4078	925.3094	925.2977	925.2463	925.2414	925.3345	925.3665	925.5096	925.7719
4055	3874.4260000001	925.5389	925.4995	925.4008	925.3145	925.2936	925.2281	925.2584	925.3221	925.3767	925.5161	925.7427
4056	3875.3404000001	925.5363	925.4988	925.3802	925.3202	925.2802	925.2439	925.2767	925.3088	925.3832	925.4799	925.7433
4057	3876.2548000001	925.5479	925.5057	925.3942	925.3123	925.2939	925.255	925.2764	925.3286	925.3752	925.4829	925.7681
4058	3877.1692000001	925.547	925.4949	925.3975	925.3046	925.2817	925.2682	925.2987	925.3228	925.3404	925.4943	925.7668
4059	3878.0836000001	925.562	925.5207	925.4178	925.3104	925.2928	925.2645	925.3244	925.3151	925.3351	925.4936	925.7928
4060	3878.9980000001	925.5802	925.5256	925.4318	925.304	925.277	925.2883	925.336	925.3305	925.3605	925.5121	925.8148
4061	3879.9124000001	925.5844	925.542	925.4592	925.3307	925.3182	925.31	925.3454	925.3345	925.3832	925.5795	925.864
4062	3880.8268000001	925.6103	925.5474	925.4394	925.3658	925.2722	925.2696	925.3173	925.3456	925.458	925.6448	925.9197
4063	3881.7412000001	925.6039	925.5668	925.4587	925.3516	925.2575	925.2609	925.3051	925.3214	925.4194	925.5767	925.8687
4064	3882.6556000001	925.5909	925.561	925.4471	925.3408	925.3384	925.3312	925.3252	925.3248	925.4363	925.5901	925.8462
4065	3883.5700000001	925.6068	925.5778	925.499	925.3453	925.3027	925.3397	925.3458	925.3575	925.4507	925.5937	925.8265
4066	3884.4844000001	925.6287	925.5587	925.4163	925.371	925.3264	925.3187	925.3303	925.3425	925.4314	925.5717	925.8625
4067	3885.3988000001	925.6326	925.5654	925.4113	925.35	925.3372	925.3345	925.346	925.3764	925.4461	925.6088	925.8397
4068	3886.3132000001	925.6429	925.5651	925.4296	925.3365	925.3296	925.3263	925.3477	925.41	925.4722	925.6434	925.8563
4069	3887.2276000001	925.6551	925.6238	925.4619	925.3995	925.326	925.3104	925.3873	925.4088	925.5078	925.6098	925.914
4070	3888.1420000001	925.6722	925.6049	925.4476	925.4296	925.3462	925.348	925.396	925.4299	925.5358	925.6198	925.9457
4071	3889.0564000001	925.6783	925.618	925.4519	925.434	925.3588	925.3959	925.426	925.463	925.5356	925.6444	925.88
4072	3889.9708000001	925.669	925.617	925.4924	925.4325	925.4064	925.4124	925.431	925.4524	925.4799	925.637	925.9054
4073	3890.8852000001	925.689	925.6297	925.4999	925.4153	925.3707	925.3829	925.4164	925.4462	925.5388	925.6176	925.9854
4074	3891.7996000001	925.7067	925.618	925.5228	925.4385	925.4057	925.413	925.4502	925.4402	925.5361	925.6395	925.9571
4075	3892.7140000001	925.7015	925.6262	925.5008	925.4025	925.416	925.4001	925.4394	925.4488	925.5234	925.6512	925.9573
4076	3893.6284000001	925.7106	925.6662	925.4667	925.4135	925.3979	925.3928	925.4437	925.4377	925.4969	925.6786	925.9661
4077	3894.5428000001	925.7365	925.6508	925.4953	925.4167	925.4023	925.3826	925.4365	925.4362	925.4744	925.6498	925.9382
4078	3895.4572000001	925.7258	925.6555	925.452	925.4131	925.4086	925.3956	925.4619	925.4543	925.5307	925.6855	925.9807
4079	3896.37160000011	925.7584	925.6756	925.4574	925.4293	925.4089	925.4056	925.4567	925.4476	925.54	925.6525	925.9533
4080	3897.2860000001	925.7618	925.6924	925.4761	925.4356	925.4197	925.4164	925.4647	925.4407	925.5367	925.6812	925.946
4081	3898.20040000011	925.7726	925.6981	925.5652	925.429	925.4351	925.436	925.4802	925.5019	925.5492	925.74	925.9748
4082	3899.1148000001	925.7778	925.712	925.521	925.4678	925.4711	925.4581	925.4991	925.5029	925.5665	925.7175	926.0297
4083	3900.02920000011	925.7891	925.7417	925.4979	925.4696	925.4705	925.4916	925.4967	925.5014	925.5857	925.7264	926.0261
4084	3900.94360000011	925.7883	925.7444	925.5016	925.4603	925.4677	925.4908	925.5068	925.4764	925.6208	925.7562	925.9924
4085	3901.85800000011	925.8031	925.7216	925.5442	925.4663	925.4725	925.4654	925.4854	925.5147	925.6143	925.754	926.0245
4086	3902.77240000011	925.8156	925.718	925.5234	925.47	925.4693	925.4954	925.5082	925.5082	925.6258	925.7714	926.0522
4087	3903.68680000011	925.8027	925.7085	925.5355	925.4808	925.4719	925.4977	925.5223	925.5282	925.6234	925.7555	926.0626
4088	3904.60120000011	925.8249	925.7193	925.553	925.4837	925.4777	925.4855	925.5242	925.5123	925.618	925.7501	926.0961
4089	3905.51560000011	925.8085	925.7366	925.5848	925.4846	925.4987	925.4962	925.5328	925.5015	925.619	925.7639	926.0423
4090	3906.43000000011	925.8227	925.7437	925.5407	925.4979	925.495	925.5162	925.5311	925.5551	925.6128	925.8331	926.1513
4091	3907.34440000011	925.8367	925.7665	925.6232	925.5217	925.5045	925.512	925.5372	925.5621	925.6512	925.8488	926.1286
4092	3908.25880000011	925.8453	925.7607	925.6408	925.527	925.5049	925.5515	925.5851	925.5842	925.6648	925.823	926.1016
4093	3909.17320000011	925.8492	925.8065	925.6241	925.5386	925.5262	925.5334	925.5847	925.602	925.7144	925.8464	926.1169
4094	3910.08760000011	925.8613	925.7949	925.6164	925.5409	925.5314	925.5657	925.5978	925.5859	925.6774	925.8062	926.0825
4095	3911.00200000011	925.8734	925.7701	925.5989	925.5674	925.574	925.5919	925.6168	925.6085	925.7086	925.8672	926.09
4096	3911.91640000011	925.871	925.8223	925.6138	925.5762	925.58	925.5842	925.6319	925.6253	925.6732	925.8701	926.0807
4097	3912.83080000011	925.8954	925.8228	925.6499	925.6146	925.6124	925.616	925.6636	925.6562	925.7775	925.8904	926.1512
4098	3913.74520000011	925.8936	925.8307	925.6481	925.6127	925.6147	925.6346	925.6817	925.6662	925.7557	925.9118	926.1511
4099	3914.65960000011	925.8875	925.8322	925.6492	925.6213	925.6182	925.636	925.6696	925.6786	925.7592	925.877	926.1069
4100	3915.57400000011	925.9061	925.8357	925.632	925.6205	925.6232	925.6154	925.6578	925.6553	925.7026	925.8382	926.0733
4101	3916.48840000011	925.8976	925.8192	925.6836	925.627	925.6339	925.6234	925.6514	925.6393	925.7006	925.8153	926.0668
4102	3917.40280000011	925.9167	925.8253	925.714	925.6387	925.6389	925.6494	925.6747	925.6674	925.7642	925.8885	926.1708
4103	3918.31720000011	925.9104	925.8104	925.7292	925.6404	925.6348	925.6693	925.6459	925.6616	925.7656	925.9299	926.178
4104	3919.23160000011	925.9146	925.7992	925.7346	925.6521	925.6326	925.6474	925.643	925.659	925.7687	925.9287	926.2263
4105	3920.14600000011	925.9036	925.8323	925.744	925.695	925.6976	925.685	925.6758	925.6877	925.7727	925.9714	926.1893
4106	3921.06040000011	925.9272	925.8232	925.7552	925.7249	925.7023	925.6793	925.6818	925.6978	925.8182	926.0255	926.1614
4107	3921.97480000011	925.9091	925.8462	925.7511	925.7179	925.7132	925.7126	925.6954	925.7277	925.82	925.9849	926.1917
4108	3922.88920000011	925.9531	925.8504	925.7426	925.7173	925.7193	925.7302	925.7178	925.7327	925.8489	925.9774	926.2682
4109	3923.80360000011	925.9512	925.8466	925.7492	925.7307	925.7332	925.7463	925.749	925.7589	925.8331	926.0253	926.2257
4110	3924.71800000011	925.9597	925.8676	925.7602	925.7448	925.7458	925.7604	925.742	925.7676	925.887	926.0389	926.1913
4111	3925.63240000011	925.965	925.8552	925.7645	925.7456	925.7408	925.7543	925.7452	925.7567	925.9006	925.9839	926.1573
4112	3926.54680000011	925.9824	925.8177	925.761	925.743	925.7008	925.7186	925.7363	925.7544	925.8392	925.964	926.1973
4113	3927.46120000011	925.9928	925.8748	925.7808	925.7518	925.7449	925.7555	925.7618	925.788	925.9249	926.1118	926.2026
4114	3928.37560000011	925.9949	925.8829	925.7914	925.7739	925.7705	925.7806	925.79	925.8446	925.9329	926.1435	926.222
4115	3929.29000000011	926.0132	925.8712	925.795	925.7631	925.7536	925.7635	925.7905	925.8279	925.9553	926.2186	926.3134
4116	3930.20440000011	926.0186	925.938	925.7834	925.7781	925.7703	925.7399	925.771	925.8718	925.961	926.2066	926.44
4117	3931.11880000011	926.02	925.8762	925.7944	925.7685	925.7692	925.7352	925.78	925.8361	926.0046	926.1581	926.5629
4118	3932.03320000011	926.0305	925.9327	925.7995	925.7771	925.7558	925.7568	925.7639	925.8438	925.937	926.1526	926.3942
4119	3932.94760000011	926.058	925.9025	925.7939	925.7904	925.7818	925.7801	925.7934	925.8544	925.9032	926.0775	926.395
4120	3933.86200000011	926.0657	925.951	925.8292	925.7971	925.7768	925.8164	925.8161	925.8251	925.9455	926.1109	926.3263
4121	3934.77640000011	926.0583	925.9355	925.8447	925.7985	925.7764	925.7891	925.796	925.8253	925.9445	926.0834	926.276
4122	3935.69080000011	926.0662	925.9541	925.8309	925.7758	925.7953	925.8053	925.8011	925.8442	925.9128	926.1275	926.272
4123	3936.60520000011	926.074	925.97	925.8068	925.7907	925.7729	925.7948	925.7828	925.8065	925.9217	926.0612	926.2584
4124	3937.51960000011	926.0981	926.0031	925.8424	925.834	925.8184	925.8354	925.8361	925.8489	925.9663	926.1227	926.3124
4125	3938.43400000011	926.1145	925.9767	925.8635	925.8465	925.834	925.8487	925.8586	925.8749	925.9821	926.1151	926.3568
4126	3939.34840000011	926.1161	925.9543	925.8568	925.8298	925.8166	925.8546	925.8416	925.8644	925.9609	926.1348	926.3075
4127	3940.26280000011	926.1405	925.9682	925.8655	925.8447	925.8378	925.8453	925.8585	925.8641	925.9847	926.124	926.3134
4128	3941.17720000011	926.1246	925.9767	925.8753	925.8563	925.8355	925.8625	925.8617	925.8661	926.0213	926.1441	926.3448
4129	3942.09160000011	926.1476	926.0093	925.887	925.8466	925.8479	925.8554	925.8904	925.8771	926.0006	926.169	926.4125
4130	3943.00600000011	926.1463	925.9841	925.9099	925.8712	925.851	925.8514	925.8883	925.8882	926.0154	926.1691	926.3699
4131	3943.92040000011	926.1212	925.9897	925.9036	925.8792	925.8533	925.8519	925.9085	925.9308	926.0272	926.1524	926.3144
4132	3944.83480000011	926.1331	925.9987	925.9299	925.8962	925.8569	925.881	925.9188	925.9337	926.0338	926.1271	926.3519
4133	3945.74920000011	926.1816	926.02	925.9309	925.8896	925.8851	925.8887	925.9341	925.9581	926.0497	926.1637	926.3885
4134	3946.66360000011	926.1689	926.0456	925.9438	925.9032	925.8998	925.9115	925.9551	925.9747	926.0424	926.1694	926.3719
4135	3947.57800000011	926.1735	926.0618	925.9488	925.9453	925.9101	925.9251	925.9716	925.9751	926.0292	926.184	926.3564
4136	3948.49240000011	926.1619	926.0774	925.9631	925.9338	925.9282	925.9371	925.9467	925.9506	926.0236	926.163	926.415
4137	3949.40680000011	926.169	926.0732	925.9789	925.9435	925.926	925.9641	925.9604	925.9789	926.0512	926.17	926.394
4138	3950.32120000011	926.1807	926.0984	926.0002	925.9554	925.9449	925.9654	925.9854	925.9806	926.0598	926.1977	926.3777
4139	3951.23560000011	926.1929	926.108	925.9897	925.9617	925.9392	925.952	925.9974	925.9781	926.1008	926.2098	926.444
4140	3952.15000000011	926.209	926.1251	925.9991	925.9829	925.9697	925.9754	926.0056	926.0123	926.0785	926.2579	926.4445
4141	3953.06440000011	926.2196	926.0799	925.9954	925.9705	925.9576	925.9625	925.9987	926.0078	926.082	926.27	926.5329
4142	3953.97880000011	926.2186	926.0966	926.0001	925.9669	925.9514	925.959	925.9846	926.029	926.1772	926.3429	926.5522
4143	3954.89320000011	926.2333	926.101	926.0235	925.9722	925.9495	925.9532	925.9907	926.0296	926.1442	926.3	926.5919
4144	3955.80760000011	926.2209	926.0609	926.0029	925.9718	925.9504	925.946	925.9608	926.0098	926.1318	926.3284	926.5127
4145	3956.72200000011	926.2377	926.1326	926.0527	925.9788	925.9671	925.9705	925.9908	926.0103	926.1375	926.3489	926.5248
4146	3957.63640000011	926.258	926.1747	926.0369	925.9858	925.9926	925.9751	926.0204	926.0849	926.2072	926.5092	926.7734
4147	3958.55080000011	926.2928	926.152	926.0436	926.0128	925.9927	926.0049	926.0367	926.0635	926.1663	926.4215	926.6937
4148	3959.46520000011	926.2879	926.1584	926.0212	926.0069	926.0097	926.0307	926.022	926.0817	926.1637	926.3829	926.5096
4149	3960.37960000011	926.2831	926.1326	926.0255	925.9736	925.9752	925.9879	925.9962	926.0391	926.1606	926.4161	926.5402
4150	3961.29400000011	926.3019	926.1437	926.0287	925.9951	925.9805	926.0031	926.0156	926.0609	926.1069	926.2759	926.5368
4151	3962.20840000011	926.3124	926.1737	926.035	926.0062	926.0041	925.9943	926.0433	926.0704	926.1163	926.1948	926.4935
4152	3963.12280000011	926.3107	926.221	926.038	926.0112	926.0157	926.0405	926.0591	926.0807	926.1716	926.3362	926.5618
4153	3964.03720000011	926.3166	926.1921	926.0439	926.0181	926.0043	925.9853	926.0374	926.0728	926.1628	926.2879	926.5759
4154	3964.95160000011	926.3124	926.1789	926.0603	926.0187	926.0156	926.0153	926.0447	926.0862	926.1373	926.2863	926.5279
4155	3965.86600000011	926.309	926.153	926.0557	926.0174	925.9926	925.9972	926.0386	926.054	926.1453	926.302	926.5427
4156	3966.78040000011	926.299	926.1909	926.0966	926.0319	926.0088	925.9752	926.0344	926.0498	926.1613	926.3594	926.5012
